0, pwrDraw , 1524549140048206, 24
0, pwrDraw , 1524549140078195, 24
0, pwrDraw , 1524549140108186, 24
0, pwrDraw , 1524549140138197, 24
0, pwrDraw , 1524549140168203, 24
0, pwrDraw , 1524549140198207, 26
0, pwrDraw , 1524549140228180, 24
0, pwrDraw , 1524549140258197, 24
0, pwrDraw , 1524549140288201, 24
0, pwrDraw , 1524549140318214, 24
0, pwrDraw , 1524549140348180, 24
0, pwrDraw , 1524549140378209, 24
0, pwrDraw , 1524549140408204, 24
0, pwrDraw , 1524549140438209, 24
0, pwrDraw , 1524549140468178, 24
0, pwrDraw , 1524549140498215, 24
0, pwrDraw , 1524549140528181, 24
0, pwrDraw , 1524549140558215, 24
0, pwrDraw , 1524549140588182, 24
0, pwrDraw , 1524549140618215, 24
0, pwrDraw , 1524549140648180, 24
0, pwrDraw , 1524549140678211, 24
0, pwrDraw , 1524549140708183, 24
0, pwrDraw , 1524549140738217, 24
0, pwrDraw , 1524549140768184, 24
0, pwrDraw , 1524549140798213, 24
0, pwrDraw , 1524549140828184, 24
0, pwrDraw , 1524549140858201, 24
0, pwrDraw , 1524549140888240, 24
0, pwrDraw , 1524549140918283, 25
0, pwrDraw , 1524549140948187, 24
0, pwrDraw , 1524549140978202, 24
0, pwrDraw , 1524549141008212, 24
0, temp    , 1524549141046757, 51
0, memUtil , 1524549140116295, 1
0, memUtil , 1524549140283274, 2
0, memUtil , 1524549140450249, 1
0, memUtil , 1524549140617248, 1
0, memUtil , 1524549140784212, 1
0, memUtil , 1524549140951193, 1
0, gpuUtil , 1524549140116294, 1
0, gpuUtil , 1524549140283273, 5
0, gpuUtil , 1524549140450249, 0
0, gpuUtil , 1524549140617248, 0
0, gpuUtil , 1524549140784212, 0
0, gpuUtil , 1524549140951193, 0
0, encUtil , 1524549140116294, 0
0, encUtil , 1524549140283273, 0
0, encUtil , 1524549140450248, 0
0, encUtil , 1524549140617247, 0
0, encUtil , 1524549140784211, 0
0, encUtil , 1524549140951192, 0
0, decUtil , 1524549140116293, 0
0, decUtil , 1524549140283272, 0
0, decUtil , 1524549140450247, 0
0, decUtil , 1524549140617247, 0
0, decUtil , 1524549140784210, 0
0, decUtil , 1524549140951192, 0
0, violPwr , 1524549141130652, 0
0, violThm , 1524549141144368, 0
0, pwrDraw , 1524549141038185, 24
0, pwrDraw , 1524549141068156, 24
0, pwrDraw , 1524549141098200, 24
0, pwrDraw , 1524549141128157, 25
0, pwrDraw , 1524549141158190, 25
0, pwrDraw , 1524549141188155, 30
0, pwrDraw , 1524549141218172, 33
0, pwrDraw , 1524549141248155, 33
0, pwrDraw , 1524549141278174, 33
0, pwrDraw , 1524549141308213, 33
0, pwrDraw , 1524549141338210, 34
0, pwrDraw , 1524549141368188, 33
0, pwrDraw , 1524549141398198, 33
0, pwrDraw , 1524549141428218, 34
0, pwrDraw , 1524549141458230, 33
0, pwrDraw , 1524549141488246, 34
0, pwrDraw , 1524549141518206, 35
0, pwrDraw , 1524549141548187, 35
0, pwrDraw , 1524549141578205, 34
0, pwrDraw , 1524549141608188, 34
0, pwrDraw , 1524549141638261, 35
0, pwrDraw , 1524549141668220, 35
0, pwrDraw , 1524549141698239, 36
0, pwrDraw , 1524549141728219, 35
0, pwrDraw , 1524549141758236, 35
0, pwrDraw , 1524549141788347, 35
0, pwrDraw , 1524549141818328, 40
0, pwrDraw , 1524549141848314, 40
0, pwrDraw , 1524549141878328, 40
0, pwrDraw , 1524549141908313, 40
0, pwrDraw , 1524549141938328, 40
0, pwrDraw , 1524549141968370, 40
0, pwrDraw , 1524549141998359, 42
0, pwrDraw , 1524549142028344, 42
0, pwrDraw , 1524549142058362, 42
0, pwrDraw , 1524549142088344, 41
0, pwrDraw , 1524549142118360, 42
0, pwrDraw , 1524549142148375, 42
0, temp    , 1524549142163781, 52
0, memUtil , 1524549141118145, 1
0, memUtil , 1524549141285141, 38
0, memUtil , 1524549141452151, 54
0, memUtil , 1524549141619133, 57
0, memUtil , 1524549141786160, 58
0, memUtil , 1524549141953215, 60
0, memUtil , 1524549142120220, 59
0, gpuUtil , 1524549141118145, 0
0, gpuUtil , 1524549141285140, 77
0, gpuUtil , 1524549141452151, 99
0, gpuUtil , 1524549141619132, 99
0, gpuUtil , 1524549141786159, 99
0, gpuUtil , 1524549141953215, 99
0, gpuUtil , 1524549142120220, 99
0, encUtil , 1524549141118144, 1
0, encUtil , 1524549141285140, 1
0, encUtil , 1524549141452150, 1
0, encUtil , 1524549141619131, 1
0, encUtil , 1524549141786159, 1
0, encUtil , 1524549141953215, 1
0, encUtil , 1524549142120219, 1
0, decUtil , 1524549141118144, 0
0, decUtil , 1524549141285139, 0
0, decUtil , 1524549141452150, 0
0, decUtil , 1524549141619131, 0
0, decUtil , 1524549141786158, 0
0, decUtil , 1524549141953214, 0
0, decUtil , 1524549142120219, 0
0, procClk , 1524549141285597, 886
0, procClk , 1524549141452934, 975
0, procClk , 1524549141620226, 1076
0, procClk , 1524549141787315, 1190
0, procClk , 1524549141954319, 1228
0, memClk  , 1524549141285597, 3304
0, memClk  , 1524549141452934, 3304
0, memClk  , 1524549141620225, 3304
0, memClk  , 1524549141787314, 3304
0, memClk  , 1524549141954320, 3304
0, violPwr , 1524549142198907, 0
0, violThm , 1524549142199330, 0
0, pwrDraw , 1524549142178332, 34
0, pwrDraw , 1524549142208324, 36
0, pwrDraw , 1524549142238332, 41
0, pwrDraw , 1524549142268317, 42
0, pwrDraw , 1524549142298333, 42
0, pwrDraw , 1524549142328317, 42
0, pwrDraw , 1524549142358333, 42
0, pwrDraw , 1524549142388319, 41
0, pwrDraw , 1524549142418334, 43
0, pwrDraw , 1524549142448320, 42
0, pwrDraw , 1524549142478333, 42
0, pwrDraw , 1524549142508320, 41
0, pwrDraw , 1524549142538335, 42
0, pwrDraw , 1524549142568320, 42
0, pwrDraw , 1524549142598342, 41
0, pwrDraw , 1524549142628320, 42
0, pwrDraw , 1524549142658336, 42
0, pwrDraw , 1524549142688322, 41
0, pwrDraw , 1524549142718336, 42
0, pwrDraw , 1524549142748321, 42
